player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Cornelious Brown IV,98356,QB,GA STATE,5,17,1,1,32.1,26,0,64,0,0,1,31,10.7,1,6,175,2,0,43.5,81.1,42.6,,,54.1,60.0,26,0,0,0,0,85,17,5,0,17,2,81,47,2.14,3.7,,14
Kye Robichaux,145532,HB,W KENTUCKY,5,22,3,0,0.0,0,0,92,0,0,3,61,37.8,2,6,346,0,12,72.2,76.2,,82.0,53.4,71.4,,10,0,0,0,16,23,0,0,0,22,0,92,61,2.77,4.2,0.0,9
Reynaldo Flores,83794,HB,UTEP,6,22,5,3,40.2,49,0,122,2,0,5,81,65.7,5,6,330,1,12,67.8,81.7,,53.3,57.7,75.9,61.5,18,0,63,6,54,71,0,0,12,28,0,122,81,3.68,5.5,1.17,9
ZaQuandre White,57205,HB,S CAROLINA,3,22,5,3,56.3,94,0,167,0,3,5,126,176.2,3,9,289,0,6,72.1,76.7,,40.6,82.8,68.7,60.0,63,0,39,4,23,26,0,0,5,26,1,167,126,5.73,7.6,1.7,16
Harlan Dixon,122669,HB,LA TECH,5,22,7,2,49.4,40,0,81,0,1,7,59,85.8,2,3,208,0,10,66.1,78.3,,48.8,56.5,68.9,58.8,22,0,11,3,28,30,0,0,4,25,0,81,59,2.68,3.7,0.39,12
Devodney Alford,151381,HB,INWSLY,1,22,2,1,37.4,43,0,115,0,0,2,71,29.3,3,7,1451,0,10,81.2,76.8,,71.5,55.0,79.8,60.0,43,0,0,0,12,25,0,0,1,22,2,115,71,3.23,5.2,0.0,12
Jayden de Laura,131928,QB,WASH STATE,5,12,5,0,0.0,0,0,20,0,0,3,23,47.9,4,6,341,1,6,72.5,64.4,70.3,62.2,,67.4,60.0,21,1,0,0,0,107,73,10,0,12,1,93,79,3.59,4.2,,1
Kurtis Rourke,97998,QB,OHIO,5,10,4,0,0.0,0,0,26,0,0,2,26,47.3,6,9,259,3,4,74.5,59.9,73.1,,92.1,61.5,61.4,21,1,38,1,3,96,93,11,1,11,1,119,59,2.81,5.7,12.67,6
TJ Jones,154015,HB,W CAROLINA,2,21,2,2,52.8,66,0,125,2,0,2,59,20.8,2,7,344,0,13,66.9,77.6,,29.5,50.7,74.2,59.6,46,0,49,6,34,24,0,0,10,27,1,125,59,2.81,6.0,1.44,8
Andrew Body,155202,QB,TEXAS STHN,3,14,4,2,23.7,36,0,91,0,0,3,28,42.9,7,10,313,3,5,55.4,78.9,50.0,,,63.7,60.0,18,0,0,0,0,53,61,7,0,14,2,152,54,2.57,7.2,,8
Anthony Richardson,124393,QB,FLORIDA,4,19,12,4,64.6,201,0,273,0,0,10,133,368.4,8,10,163,0,9,91.1,76.9,73.8,,59.5,86.7,60.0,80,0,0,0,1,45,38,2,1,19,2,311,160,7.62,14.8,0.0,8
Luke Skokna,109101,HB,N DAKOTA,3,21,2,3,70.8,114,0,161,0,1,2,38,17.0,4,5,249,0,4,67.0,80.6,58.0,16.1,72.8,68.8,59.1,51,0,105,11,63,32,0,0,13,32,1,161,38,1.81,7.7,1.67,15
Alijah Jackson,104000,HB,ROB MORRIS,1,21,1,0,0.0,0,0,12,1,2,1,21,11.5,0,0,277,1,10,47.8,77.4,,25.4,67.7,42.4,71.9,7,0,47,5,32,25,0,0,7,26,0,12,21,1.0,0.6,1.47,11
Billy Lucas,109083,HB,DUQUESNE,2,21,7,1,31.0,31,0,100,0,0,7,64,97.0,2,6,155,0,9,59.9,75.7,,40.5,66.0,59.9,60.0,31,0,11,1,12,24,0,0,1,22,0,100,64,3.05,4.8,0.92,12
Lucious Stanley,57439,HB,UAB,6,21,3,1,19.3,16,0,83,0,1,3,32,24.4,4,7,321,0,3,71.6,78.1,,72.4,88.6,65.0,60.0,16,0,46,4,10,22,0,0,4,25,0,83,32,1.52,4.0,4.6,18
Larry McCammon III,97309,HB,FAU,5,21,6,1,23.1,24,0,104,0,2,6,81,110.2,1,6,165,0,7,74.2,80.4,,48.6,73.0,74.4,66.3,24,0,110,7,50,47,0,0,8,28,1,104,81,3.86,5.0,2.2,7
J.D. King,57374,HB,GA SOUTHRN,3,21,4,1,31.2,34,0,109,0,2,4,93,115.5,3,9,174,0,16,76.2,76.7,,76.6,71.5,74.6,59.1,34,0,17,2,9,37,0,0,2,23,1,109,93,4.43,5.2,1.89,5
Jaxson Kincaide,40415,HB,W MICHIGAN,6,21,1,0,0.0,0,0,81,0,0,1,39,8.1,1,2,347,0,10,68.8,79.4,,81.1,56.5,72.0,52.0,12,0,0,2,23,37,0,0,2,23,0,81,39,1.86,3.9,0.0,10
Jaylen Thomas,97201,HB,COLO STATE,3,21,2,1,20.2,17,0,84,0,1,2,48,31.2,1,4,144,0,18,66.3,78.0,,28.2,52.9,72.0,41.7,17,0,6,1,23,25,0,0,1,22,2,84,48,2.29,4.0,0.26,3
Micah Kelly,97099,HB,TOLEDO,6,21,5,0,0.0,0,0,106,0,0,5,73,75.6,2,7,316,0,16,77.4,76.2,,17.5,66.4,79.6,59.0,13,0,16,2,17,27,0,0,2,23,1,106,73,3.48,5.0,0.94,5
Kaleb Fletcher,60499,QB,NWSTATE,2,10,5,0,0.0,0,0,29,0,0,1,18,18.0,2,3,257,1,4,55.0,44.7,58.8,,,52.4,60.0,24,1,0,0,0,50,75,11,0,10,0,104,70,3.33,5.0,,3
Jarett Hunter,138434,HB,HOWARD,2,21,4,3,63.5,73,0,115,0,0,4,81,59.3,4,4,184,0,4,64.9,77.9,,83.0,62.7,64.3,60.0,30,0,34,5,42,24,0,0,5,26,0,115,81,3.86,5.5,0.81,16
Elijah Dotson,57394,HB,SACRAMENTO,3,21,6,1,29.8,17,0,57,0,1,6,50,55.6,3,3,279,0,12,65.7,80.9,,44.0,62.9,68.4,61.0,17,0,61,9,71,48,0,0,10,30,0,57,50,2.38,2.7,0.86,9
Aundre Carter,83676,HB,IDAHO,4,21,7,0,0.0,0,0,59,0,0,7,48,76.2,0,8,185,0,17,66.8,77.9,,32.1,55.6,70.0,51.0,8,0,0,0,8,35,0,0,0,21,2,59,48,2.29,2.8,0.0,4
T.J. Pledger,77755,HB,UTAH,5,21,8,2,55.6,79,0,142,1,1,8,131,224.6,2,3,328,0,2,72.4,79.9,,39.8,51.2,83.4,59.3,59,0,35,4,54,30,0,0,5,25,1,142,131,6.24,6.8,0.65,19
David Afari,52809,HB,MIAMI OH,4,21,4,3,51.8,57,0,110,0,0,4,80,69.3,3,5,221,0,1,77.6,74.0,,79.2,56.8,75.6,72.2,23,0,1,1,7,25,0,0,1,22,0,110,80,3.81,5.2,0.14,20
Aaron Young,97161,HB,RUTGERS,6,21,4,0,0.0,0,0,81,0,2,4,52,51.2,0,8,278,0,9,72.1,82.3,,73.6,64.4,74.1,63.2,9,0,58,8,45,36,0,0,9,29,2,81,52,2.48,3.9,1.29,11
Jaren Hall,82094,QB,BYU,4,17,2,2,22.5,41,0,97,0,1,2,15,14.7,10,11,128,2,3,79.1,64.0,72.7,,87.9,78.3,60.0,39,1,9,1,1,134,85,4,1,18,0,182,67,3.19,8.7,9.0,5
Carlinos Acie,77866,HB,NAVY,5,21,5,1,11.6,16,0,138,0,0,5,54,61.2,6,7,237,1,8,62.1,83.0,,76.3,50.1,69.6,58.7,16,0,0,0,47,184,0,0,2,21,0,138,54,2.57,6.6,0.0,5
Zak Wallace,104843,HB,TENN MARTN,3,21,2,3,50.0,48,0,96,0,0,2,62,26.8,3,5,310,0,4,68.7,77.7,,27.7,60.1,70.9,57.6,17,0,8,1,22,29,0,0,1,22,2,96,62,2.95,4.6,0.36,17
Eric Barriere,40109,QB,E WASHGTON,4,12,0,0,0.0,0,0,-4,0,0,0,12,0.0,5,6,161,0,2,94.7,83.7,93.8,,,78.1,60.0,20,0,0,0,0,112,95,9,0,12,0,91,26,1.24,4.3,,3
Donte Edwards,111815,HB,MILES,1,21,4,3,66.4,77,0,116,1,0,4,109,98.9,3,5,386,0,5,54.7,77.3,,0.3,29.1,64.1,58.8,45,1,0,0,6,28,0,0,1,21,0,116,109,5.19,5.5,0.0,16
Marquavius Weaver,57291,HB,MEMPHIS,6,21,5,1,48.3,29,0,60,0,0,5,66,56.1,1,5,218,0,12,69.8,79.4,,63.5,68.4,68.4,64.3,29,0,67,7,37,31,0,0,7,28,2,60,66,3.14,2.9,1.81,9
Robert Washington,45718,HB,VALPO,2,21,6,0,0.0,0,0,24,0,2,6,33,50.3,0,2,332,0,10,60.3,76.6,,44.6,75.1,58.8,55.5,9,0,21,4,17,30,0,0,5,25,0,24,33,1.57,1.1,1.24,11
BJ Harris,146874,HB,MISSOURI,4,20,3,0,0.0,0,0,63,0,0,3,70,50.0,2,5,229,0,8,69.2,76.5,,13.2,59.0,70.4,59.7,11,0,0,1,11,23,0,0,1,21,0,63,70,3.5,3.2,0.0,12
Jerry Howard Jr.,62941,HB,TOWSON,2,20,3,2,50.0,33,0,66,0,1,3,63,60.0,2,2,317,0,11,63.6,77.8,,56.0,71.6,62.3,60.0,18,0,19,1,11,21,0,0,1,21,0,66,63,3.15,3.3,1.73,9
Trey Sanders,97433,HB,ALABAMA,4,20,6,2,43.4,36,0,83,0,0,6,37,52.9,2,4,103,1,5,62.0,75.9,,79.2,61.0,59.9,70.2,20,0,3,1,8,26,0,0,1,21,1,83,37,1.85,4.2,0.38,15
AJ Mayer,63860,QB,MIAMI OH,6,15,2,0,0.0,0,0,27,0,0,1,20,8.9,2,6,221,2,9,65.5,81.9,62.7,,,66.5,60.0,16,0,0,0,0,102,43,5,0,15,1,70,41,2.05,3.5,,2
Grant Breneman,64179,QB,COLGATE,2,15,2,0,0.0,0,0,55,0,0,2,51,45.3,1,5,142,0,11,64.0,78.3,57.6,,,68.8,60.0,13,0,0,0,0,43,28,5,0,15,0,83,68,3.4,4.2,,2
Preston Rice,60469,QB,MURRAY ST,3,15,2,3,51.1,69,0,99,0,0,1,40,17.8,5,11,236,3,1,54.0,81.1,43.9,,59.5,73.1,60.0,28,0,0,0,1,85,36,5,0,15,5,135,58,2.9,6.8,0.0,10
Zach Borisch,83230,HB,IDAHO,3,20,3,1,52.2,60,0,115,0,0,3,89,66.8,3,4,185,0,12,78.8,73.6,,,,71.9,60.0,60,0,0,0,0,26,0,0,0,20,2,115,89,4.45,5.8,,6
Dominic Richardson,122985,HB,OKLA STATE,4,20,4,0,0.0,0,0,64,0,0,4,66,60.0,1,4,262,0,2,66.8,0.0,,78.6,57.9,69.1,58.7,13,1,7,2,18,31,0,0,3,22,0,64,66,3.3,3.2,0.39,18
Willie Eldridge,122009,HB,UTEP,3,20,4,1,37.6,38,0,101,0,0,4,57,57.0,4,5,330,0,8,61.0,74.8,,42.2,57.3,61.8,60.0,38,0,0,0,4,21,0,0,0,20,0,101,57,2.85,5.1,0.0,12
Peytton Picket,151036,HB,JACKSON ST,2,20,5,1,34.7,25,0,72,0,1,5,50,65.2,1,2,194,0,12,61.2,77.9,,57.3,61.1,61.6,57.8,25,0,16,3,33,27,0,0,4,23,0,72,50,2.5,3.6,0.48,8
Tyquell Fields,51615,QB,STNY BROOK,3,11,5,1,15.0,17,0,46,0,0,1,21,17.4,4,9,303,0,0,62.3,55.8,57.0,,,70.3,60.0,29,2,0,0,0,91,67,9,0,11,2,113,70,3.5,5.7,,5
Zach Calzada,98006,QB,TEXAS A&M,6,9,4,0,0.0,0,0,-4,0,0,0,17,0.0,6,5,312,4,2,68.7,83.8,68.0,,,59.5,60.0,25,0,0,0,0,121,99,11,0,9,1,95,61,3.05,4.8,,2
Kadyn Roach,97638,HB,LA MONROE,5,20,2,1,29.3,17,0,58,0,1,2,45,28.1,1,4,209,0,2,63.1,76.4,,11.8,58.7,69.4,60.3,17,0,22,4,24,34,0,0,5,24,1,58,45,2.25,2.9,0.92,18
Christopher Brooks,83644,HB,CAL,5,20,10,2,34.1,42,0,123,2,1,10,77,162.9,3,7,130,0,13,70.9,79.2,,41.9,48.3,80.6,59.0,22,0,36,6,37,25,0,0,9,26,1,123,77,3.85,6.2,0.97,7
Jaylan Thomas,78569,HB,ELON,2,20,5,2,48.4,46,0,95,0,0,5,49,58.3,3,4,162,0,13,63.1,78.8,,80.1,52.2,65.6,59.5,28,0,0,1,30,23,0,0,2,21,0,95,49,2.45,4.8,0.0,7
Jalen Leary,109091,HB,STETSON,1,20,9,2,48.5,50,0,103,0,0,9,83,186.8,2,6,302,0,3,62.9,76.6,,72.9,52.6,61.5,71.4,32,0,0,0,18,27,0,0,0,20,1,103,83,4.15,5.2,0.0,17
Marion Lukes,145697,HB,C MICHIGAN,6,20,3,1,25.3,21,0,83,0,0,3,59,36.9,2,5,134,0,9,65.9,77.0,,75.0,62.9,65.7,59.2,21,0,26,4,26,22,0,0,4,24,0,83,59,2.95,4.2,1.0,11
Rashad Raymond,139121,HB,VA MILT IN,2,20,5,1,31.7,32,0,101,0,0,5,59,70.2,2,6,336,0,4,71.7,77.8,,76.6,54.7,72.8,60.0,32,0,5,1,14,21,0,0,2,21,1,101,59,2.95,5.1,0.36,16
CJ Jordan,141562,QB,IDAHO,4,14,3,2,26.4,38,0,97,0,0,3,35,53.6,6,8,185,1,9,59.2,77.9,41.6,,,76.1,60.0,23,0,0,0,0,42,47,6,0,14,1,144,50,2.5,7.2,,1
James Charles,40069,HB,FAU,6,20,7,1,31.7,32,0,101,0,0,7,62,94.3,2,5,165,0,4,63.2,0.0,,23.0,60.4,68.9,61.2,32,1,25,3,71,49,0,0,5,23,1,101,62,3.1,5.1,0.35,15
Darran Butts,105589,HB,HAMPTON,2,20,10,2,66.5,109,0,164,0,1,10,147,385.0,3,5,178,0,11,74.3,75.9,,73.1,56.9,74.3,60.0,85,0,4,1,14,22,0,0,1,21,1,164,147,7.35,8.2,0.29,9
Marcus Crowley,97626,HB,OHIO STATE,3,20,6,1,21.4,22,0,103,0,0,6,59,84.3,3,6,260,0,6,75.5,75.9,,74.0,65.4,73.8,60.0,22,0,21,1,10,22,0,0,1,21,0,103,59,2.95,5.2,2.1,14
Jordan Moore,143865,QB,DUKE,6,20,7,1,34.9,38,0,109,0,0,7,77,134.8,2,4,154,0,5,72.9,74.1,59.6,,,70.0,60.0,38,0,0,0,0,26,0,0,0,20,2,109,77,3.85,5.5,,14
Ashaad Clayton,131674,HB,COLORADO,4,20,3,1,41.7,35,0,84,0,0,3,55,41.3,2,5,143,0,10,63.5,77.1,,19.0,54.2,66.0,59.9,35,0,0,0,10,26,0,0,0,20,1,84,55,2.75,4.2,0.0,10
Khory Spruill,63241,HB,DELAWARE,2,19,4,2,47.4,36,0,76,0,0,4,60,63.2,3,6,151,0,8,65.8,0.0,,64.4,58.6,68.1,58.7,19,1,-2,1,14,26,0,0,1,20,1,76,60,3.16,4.0,-0.14,11
Rhett Rodriguez,60332,QB,LA MONROE,3,11,1,0,0.0,0,0,-4,0,0,0,7,0.0,1,1,209,3,3,45.8,80.0,54.3,,,36.9,60.0,14,1,0,0,0,60,25,8,0,11,0,21,55,2.89,1.1,,5
Jarret Doege,60353,QB,W VIRGINIA,6,9,1,0,0.0,0,0,10,0,0,0,3,0.0,3,7,343,5,0,68.9,49.5,68.4,,60.0,63.4,60.1,12,3,0,0,1,104,52,10,0,9,0,62,24,1.26,3.3,0.0,1
Chase Brice,60363,QB,APP STATE,5,14,1,0,0.0,0,0,39,0,0,0,14,0.0,1,9,108,2,4,82.5,84.4,82.9,,54.3,59.0,60.0,12,0,0,0,1,178,20,5,1,14,1,59,34,1.79,3.1,0.0,5
Terion Stewart,130386,HB,BOWL GREEN,3,19,5,0,0.0,0,0,41,0,0,5,29,38.2,0,3,122,0,15,57.9,0.0,,62.2,58.3,58.7,67.7,8,2,0,1,14,24,0,0,1,20,0,41,29,1.53,2.2,0.0,3
Dylan McCaffrey,60451,QB,N COLORADO,4,5,1,0,0.0,0,0,-1,0,0,0,1,0.0,2,7,253,0,1,54.3,40.1,53.1,,59.1,62.2,60.2,12,2,0,0,1,91,60,14,0,5,2,59,12,0.63,3.1,0.0,0
Jaylon Armstead,128290,HB,S DIEGO ST,3,19,7,0,0.0,0,0,61,0,0,7,50,97.0,0,4,284,0,6,78.1,75.9,,72.7,58.5,74.2,67.3,8,0,0,0,2,25,0,0,0,19,0,61,50,2.63,3.2,0.0,13
Mike Wright,124366,QB,VANDERBILT,4,13,4,0,0.0,0,0,52,0,0,3,29,51.5,5,6,333,0,4,46.8,76.9,29.1,,,70.8,60.0,15,0,0,0,0,38,55,6,0,13,0,107,54,2.84,5.6,,7
Kevin Harris,154773,HB,TEXAS STHN,3,19,1,0,0.0,0,0,48,0,0,1,45,11.8,1,2,313,0,2,64.6,77.5,,83.1,53.9,64.9,58.7,11,0,7,1,23,26,0,0,4,20,2,48,45,2.37,2.5,0.3,17
Jullen Ison,63277,HB,N COLORADO,3,19,0,0,0.0,0,0,40,0,0,0,32,0.0,0,3,253,0,7,63.8,0.0,,50.5,80.2,62.9,60.0,7,1,9,2,10,20,0,0,2,21,0,40,32,1.68,2.1,0.9,12
Lawrance Toafili,122421,HB,FLORIDA ST,5,19,2,1,32.8,20,0,61,0,0,2,63,26.5,2,3,167,0,11,65.2,78.6,,76.2,62.5,65.4,56.4,20,0,37,6,33,38,0,0,8,25,0,61,63,3.32,3.2,1.12,8
DeeWil Barlee,109114,HB,VILLANOVA,3,19,5,2,44.2,46,0,104,0,0,5,60,71.8,2,3,334,0,5,76.9,76.3,,27.7,75.0,74.9,59.8,31,0,19,3,20,20,0,0,3,22,0,104,60,3.16,5.5,0.95,14
Steven Krajewski,77650,QB,UCONN,4,16,3,1,15.3,17,0,69,0,0,3,24,28.1,4,5,146,4,6,58.2,57.2,54.6,62.2,54.3,66.3,60.0,32,1,0,0,1,90,42,3,0,16,1,111,26,1.37,5.8,0.0,7
Trey Lowe III,77669,QB,SO MISS,2,15,6,0,0.0,0,0,34,0,0,2,21,18.7,1,5,296,1,7,51.6,79.0,46.3,,,62.9,60.1,15,0,0,0,0,56,28,4,0,15,1,62,29,1.53,3.3,,2
Jace Ruder,77680,QB,N TEXAS,4,13,2,0,0.0,0,0,38,0,0,0,11,0.0,3,3,251,2,6,56.5,82.0,56.7,,,55.3,60.2,13,2,0,0,0,101,30,6,0,13,0,68,29,1.53,3.6,,4
Ygenio Booker,77711,HB,TULANE,6,19,6,1,27.3,24,0,88,1,2,6,69,80.7,3,5,319,0,8,66.2,81.2,,60.1,71.6,66.7,35.6,24,0,110,17,83,38,0,0,22,36,0,88,69,3.63,4.6,1.33,10
JJ Davis,53540,HB,NORFOLK,2,19,6,2,61.0,50,0,82,0,0,6,65,102.6,3,4,244,0,3,61.2,74.3,,18.9,72.6,61.2,60.0,34,0,7,1,6,20,0,0,1,20,0,82,65,3.42,4.3,1.17,16
Jacorey Howard,105594,HB,TEXAS STHN,3,19,7,2,70.8,46,0,65,0,0,7,61,107.0,4,3,313,1,4,64.9,78.0,,39.9,71.0,60.4,80.2,28,0,11,2,16,33,0,0,2,21,0,65,61,3.21,3.4,0.69,14
Noah Smith,104112,HB,SM HOUSTON,2,19,4,1,34.5,49,0,142,0,0,4,59,62.1,5,6,281,1,7,77.0,0.0,,81.8,53.5,82.6,57.7,49,1,5,1,25,27,0,0,1,20,1,142,59,3.11,7.5,0.2,11
Hamp Sisson,78462,QB,FURMAN,4,16,0,0,0.0,0,0,14,0,0,0,15,0.0,0,4,170,4,6,67.8,82.3,73.6,,,42.4,60.0,9,1,8,1,0,114,7,3,1,17,0,21,18,0.95,1.1,,4
Trae Self,103962,QB,STF AUSTIN,3,13,0,0,0.0,0,0,31,0,0,0,16,0.0,5,7,301,2,8,68.3,61.2,63.6,91.5,,73.7,60.0,18,1,0,0,0,83,68,6,0,13,0,99,34,1.79,5.2,,1
Pha'leak Brown,102427,HB,ILL STATE,3,19,7,0,0.0,0,0,56,0,0,7,41,71.9,1,4,188,0,11,66.6,77.3,,80.7,58.0,66.1,69.5,14,0,9,2,26,25,0,0,3,21,1,56,41,2.16,2.9,0.35,8
Devin Abrams,78553,HB,FURMAN,4,19,1,0,0.0,0,0,66,0,0,1,36,8.6,0,1,170,0,5,51.2,0.0,,77.9,54.4,56.3,43.7,8,1,28,3,56,67,0,0,4,22,0,66,36,1.89,3.5,0.5,14
CJ Russell,102413,HB,GRAMBLING,2,19,1,0,0.0,0,0,35,0,0,1,35,8.8,0,0,177,0,11,53.5,77.0,,63.0,54.1,53.8,58.2,5,0,10,2,22,24,0,0,4,21,0,35,35,1.84,1.8,0.45,8
Chandler Smith,45291,HB,HOUSTON,5,19,2,0,0.0,0,0,69,0,0,2,32,17.7,2,2,182,0,4,65.4,75.9,,85.1,53.6,65.5,59.9,14,0,0,0,12,26,0,0,0,19,1,69,32,1.68,3.6,0.0,15
Kelley Joiner,101124,HB,USF,5,19,5,1,15.3,15,0,98,1,0,5,63,75.4,3,4,327,0,4,70.8,77.0,,55.5,46.9,78.4,54.8,15,0,10,3,23,26,0,0,4,22,0,98,63,3.32,5.2,0.43,15
Parker McKinney,82109,QB,E KENTUCKY,2,13,2,1,22.4,17,0,50,0,0,1,24,14.2,2,3,159,1,3,68.8,43.0,69.8,,,61.3,60.0,17,1,0,0,0,50,26,6,0,13,0,76,34,1.79,4.0,,9
Spencer Petras,82136,QB,IOWA,6,15,0,0,0.0,0,0,24,0,0,0,14,0.0,0,10,192,0,0,88.0,70.2,84.2,,,77.4,60.1,9,3,0,0,0,194,12,4,0,15,3,36,22,1.16,1.9,,0
Darwin Barlow,99482,HB,USC,5,19,5,1,14.3,16,0,112,0,1,5,59,93.2,3,7,326,0,5,70.4,77.8,,78.3,55.3,72.5,55.6,16,0,6,1,28,24,0,0,1,20,1,112,59,3.11,5.9,0.21,14
D'Wan Mathis,99130,QB,TEMPLE,4,11,1,1,41.9,39,0,52,0,0,0,15,0.0,2,5,306,2,2,54.0,59.5,50.7,,,66.5,60.0,39,1,0,0,0,88,41,8,0,11,1,93,37,1.95,4.9,,6
Tyler Phommachanh,147373,QB,UCONN,3,12,6,1,29.9,38,0,70,0,0,3,60,125.0,5,7,146,0,3,43.3,44.2,36.0,,,69.6,60.0,38,1,0,0,0,43,57,7,0,12,2,127,99,5.21,6.7,,6
AJ Phillips,97378,HB,S ALABAMA,1,19,3,0,0.0,0,0,75,0,0,3,54,42.6,2,6,288,1,11,66.2,74.2,,67.5,60.1,65.6,,10,0,6,1,9,20,0,0,1,20,2,75,54,2.84,3.9,0.67,8
Drew Kannely-Robles,150228,HB,DIXIE,3,19,5,3,64.0,64,0,100,0,6,5,88,196.0,3,4,1285,0,15,68.5,79.2,,55.9,71.9,68.4,54.5,22,0,76,7,49,26,0,0,7,26,0,100,88,4.63,5.3,1.55,4
Joachim Bangda,97184,HB,KENT STATE,4,19,8,2,59.1,81,0,137,0,0,8,128,269.5,2,2,201,0,10,72.3,75.4,,54.1,58.1,72.6,59.2,60,0,4,1,7,22,0,0,1,20,1,137,128,6.74,7.2,0.57,9
Luke McCaffrey,101634,QB,RICE,5,13,4,2,31.7,33,0,80,0,0,3,29,51.5,5,7,275,1,5,46.1,79.5,35.4,,,64.2,60.0,18,0,0,0,0,85,24,5,0,13,1,104,36,2.0,5.8,,7
Shemar Paul,142484,HB,LIUSHAR,3,18,2,0,0.0,0,0,14,0,0,2,19,11.7,0,0,1298,0,7,60.1,73.3,,67.9,56.6,60.3,59.5,5,0,0,0,4,21,0,0,0,18,0,14,19,1.06,0.8,0.0,10
Parker Driggers,109547,WR,N ALABAMA,3,18,2,0,0.0,0,0,64,2,2,2,37,34.3,2,5,389,3,8,52.8,79.6,,27.2,53.7,56.5,45.8,14,0,68,6,59,30,0,0,11,24,1,64,37,2.06,3.6,1.15,9
Justice Antrum,55291,HB,RHODE ISLD,1,18,3,0,0.0,0,0,96,1,0,3,66,57.9,3,7,274,0,10,71.0,75.5,,58.4,42.0,73.2,68.2,14,0,12,1,13,23,0,0,2,19,2,96,66,3.67,5.3,0.92,8
Jake Bentley,40788,QB,S ALABAMA,5,8,3,0,0.0,0,0,4,0,0,0,5,0.0,1,4,288,1,2,75.3,69.1,75.9,62.2,,57.5,60.0,10,1,0,0,0,189,40,10,0,8,2,44,47,2.61,2.4,,2
Trey Wilson III,104808,HB,FORDHAM,2,18,4,2,79.7,51,0,64,0,1,4,27,32.6,2,3,168,0,2,65.7,76.9,,12.1,63.6,70.8,59.9,30,0,28,5,32,23,0,0,5,23,0,64,27,1.5,3.6,0.88,16
Dillon Gabriel,86272,QB,UCF,3,6,0,0,0.0,0,0,23,0,0,0,10,0.0,5,9,323,1,1,76.1,82.0,72.1,,87.9,68.3,60.2,44,1,20,1,1,86,138,12,1,7,2,161,29,1.61,8.9,20.0,5
Corey Fields Jr.,78539,QB,SCAR STATE,3,9,4,2,57.1,72,0,97,0,0,2,30,74.1,4,7,290,0,0,69.9,81.3,65.9,,,68.7,60.0,54,0,0,0,0,72,29,9,0,9,1,126,66,3.67,7.0,,6
Frank Peasant,121817,HB,MIDDLE TN,5,18,8,0,0.0,0,0,46,0,1,8,38,100.0,1,3,224,0,13,59.5,77.0,,26.6,59.0,60.2,62.6,10,0,-1,1,13,30,0,0,1,19,0,46,38,2.11,2.6,-0.08,5
Jonathan Murphy,104766,QB,KENNESAW,2,16,3,1,36.7,36,0,83,0,0,3,33,38.7,2,9,200,0,3,92.1,75.9,82.8,,,83.9,60.0,36,0,0,0,0,45,15,2,0,16,2,98,33,1.83,5.4,,0
Keytaon Thompson,60457,WR,VIRGINIA,6,18,12,3,72.4,92,0,127,4,5,12,100,196.8,4,8,335,0,11,78.0,8.8,40.8,77.8,74.2,82.0,77.2,40,2,436,30,190,70,0,0,48,48,2,127,100,5.56,7.1,2.29,6
Preston Daniels,104818,FB,KENNESAW,3,18,2,0,0.0,0,1,62,0,0,2,35,21.6,1,1,200,0,1,53.8,0.0,,65.2,56.4,54.9,60.1,11,1,0,0,5,63,0,0,0,18,0,62,35,1.94,3.4,0.0,0
Peter Oliver,87567,HB,HOLY CROSS,1,18,4,0,0.0,0,0,63,0,0,4,54,66.7,1,4,181,0,5,71.3,75.6,,74.9,52.8,72.8,58.5,11,0,0,0,16,21,0,0,0,18,0,63,54,3.0,3.5,0.0,13
Justin Johnson Jr.,144782,HB,W VIRGINIA,5,18,3,0,0.0,0,0,55,0,0,3,38,33.3,2,3,343,0,3,65.2,77.5,,7.1,56.7,71.4,52.8,11,0,2,1,21,32,0,0,1,19,0,55,38,2.11,3.1,0.1,15
Keshawn Wicks,97625,HB,DOMINION,4,18,3,1,35.7,30,0,84,0,0,3,64,50.8,2,2,263,0,2,69.0,76.1,,16.7,78.7,67.6,60.0,30,0,38,3,19,23,0,0,3,21,0,84,64,3.56,4.7,2.0,16
Stetson Bennett,60387,QB,GEORGIA,5,12,4,1,22.7,30,0,74,0,0,3,24,50.0,5,6,173,1,0,86.9,81.8,79.7,,,79.4,60.0,30,0,0,0,0,138,58,6,0,12,0,132,43,2.39,7.3,,7
Cody Orgeron,23693,QB,MCNEESE,2,10,2,0,0.0,0,0,26,0,0,1,22,22.0,2,3,217,0,5,59.3,80.4,61.3,,,58.6,59.9,15,0,0,0,0,64,39,8,0,10,1,65,40,2.22,3.6,,0
